startingAirport,destinationAirport,flight_hour,segmentsAirlineCode
OAK,BOS,13,AS
OAK,BOS,14,UA
OAK,BOS,15,AS
OAK,BOS,16,AS
OAK,BOS,17,UA
OAK,BOS,18,DL
OAK,BOS,19,AS
OAK,BOS,20,DL
OAK,BOS,21,DL
OAK,BOS,22,AS
OAK,BOS,23,DL
OAK,CLT,0,DL
OAK,CLT,1,UA
OAK,CLT,2,F9
OAK,CLT,3,UA
OAK,CLT,4,UA
OAK,CLT,5,DL
OAK,CLT,12,DL
OAK,CLT,13,UA
OAK,CLT,14,UA
OAK,CLT,15,AS
OAK,CLT,16,AS
OAK,CLT,17,UA
OAK,CLT,18,UA
OAK,CLT,19,NK
OAK,CLT,20,NK
OAK,CLT,21,UA
OAK,CLT,22,AS
OAK,CLT,23,UA
OAK,DEN,0,DL
OAK,DEN,1,F9
OAK,DEN,2,F9
OAK,DEN,3,AS
OAK,DEN,4,NK
OAK,DEN,5,NK
OAK,DEN,12,DL
OAK,DEN,13,AS
OAK,DEN,14,DL
OAK,DEN,15,F9
OAK,DEN,16,AS
OAK,DEN,17,DL
OAK,DEN,18,DL
OAK,DEN,19,AS
OAK,DEN,20,DL
OAK,DEN,21,AS
OAK,DEN,22,AS
OAK,DEN,23,DL
OAK,DFW,0,AS
OAK,DFW,1,UA
OAK,DFW,2,NK
OAK,DFW,3,UA
OAK,DFW,4,NK
OAK,DFW,5,NK
OAK,DFW,10,DL
OAK,DFW,11,AS
OAK,DFW,12,UA
OAK,DFW,13,NK
OAK,DFW,14,UA
OAK,DFW,15,NK
OAK,DFW,16,F9
OAK,DFW,17,UA
OAK,DFW,18,UA
OAK,DFW,19,NK
OAK,DFW,20,UA
OAK,DFW,21,AS
OAK,DFW,22,AS
OAK,DFW,23,UA
OAK,DTW,0,UA
OAK,DTW,1,UA
OAK,DTW,2,NK
OAK,DTW,3,UA
OAK,DTW,4,UA
OAK,DTW,5,DL
OAK,DTW,12,UA
OAK,DTW,13,UA
OAK,DTW,14,UA
OAK,DTW,15,NK
OAK,DTW,16,UA
OAK,DTW,17,NK
OAK,DTW,18,UA
OAK,DTW,19,NK
OAK,DTW,20,DL
OAK,DTW,21,UA
OAK,DTW,22,AS
OAK,DTW,23,UA
OAK,EWR,0,AS
OAK,EWR,1,DL
OAK,EWR,2,NK
OAK,EWR,3,NK
OAK,EWR,4,NK
OAK,EWR,5,DL
OAK,EWR,12,DL
OAK,EWR,13,AS
OAK,EWR,14,DL
OAK,EWR,15,AS
OAK,EWR,16,AS
OAK,EWR,17,NK
OAK,EWR,18,DL
OAK,EWR,19,AS
OAK,EWR,20,DL
OAK,EWR,21,DL
OAK,EWR,22,AS
OAK,EWR,23,DL
OAK,IAD,0,DL
OAK,IAD,1,DL
OAK,IAD,2,AS
OAK,IAD,3,AS
OAK,IAD,4,AS
OAK,IAD,5,DL
OAK,IAD,12,DL
OAK,IAD,13,AS
OAK,IAD,14,DL
OAK,IAD,15,AS
OAK,IAD,16,AS
OAK,IAD,17,DL
OAK,IAD,18,DL
OAK,IAD,19,AS
OAK,IAD,20,DL
OAK,IAD,21,DL
OAK,IAD,22,AS
OAK,IAD,23,DL
OAK,JFK,0,AS
OAK,JFK,1,DL
OAK,JFK,2,AS
OAK,JFK,3,AS
OAK,JFK,4,AS
OAK,JFK,5,DL
OAK,JFK,12,DL
OAK,JFK,13,DL
OAK,JFK,14,DL
OAK,JFK,15,AS
OAK,JFK,16,AS
OAK,JFK,17,DL
OAK,JFK,18,DL
OAK,JFK,19,AS
OAK,JFK,20,DL
OAK,JFK,21,DL
OAK,JFK,22,AS
OAK,JFK,23,DL
OAK,LAX,0,AS
OAK,LAX,1,DL
OAK,LAX,2,NK
OAK,LAX,3,AS
OAK,LAX,4,AS
OAK,LAX,5,NK
OAK,LAX,12,DL
OAK,LAX,13,AS
OAK,LAX,14,AS
OAK,LAX,15,AS
OAK,LAX,16,AS
OAK,LAX,17,NK
OAK,LAX,18,AS
OAK,LAX,19,AS
OAK,LAX,20,DL
OAK,LAX,21,AS
OAK,LAX,22,AS
OAK,LAX,23,AS
OAK,LGA,0,DL
OAK,LGA,1,UA
OAK,LGA,2,UA
OAK,LGA,3,UA
OAK,LGA,4,UA
OAK,LGA,5,DL
OAK,LGA,12,UA
OAK,LGA,13,AS
OAK,LGA,14,UA
OAK,LGA,15,AS
OAK,LGA,16,AS
OAK,LGA,17,DL
OAK,LGA,18,DL
OAK,LGA,19,AS
OAK,LGA,20,DL
OAK,LGA,21,DL
OAK,LGA,22,UA
OAK,LGA,23,UA
OAK,MIA,0,AS
OAK,MIA,1,AS
OAK,MIA,2,F9
OAK,MIA,3,UA
OAK,MIA,4,UA
OAK,MIA,5,DL
OAK,MIA,12,UA
OAK,MIA,13,AS
OAK,MIA,14,UA
OAK,MIA,15,AS
OAK,MIA,16,UA
OAK,MIA,17,DL
OAK,MIA,18,DL
OAK,MIA,19,AS
OAK,MIA,20,DL
OAK,MIA,21,AS
OAK,MIA,22,AS
OAK,MIA,23,UA
OAK,ORD,0,AS
OAK,ORD,1,DL
OAK,ORD,2,AS
OAK,ORD,3,AS
OAK,ORD,4,AS
OAK,ORD,5,DL
OAK,ORD,12,DL
OAK,ORD,13,AS
OAK,ORD,14,DL
OAK,ORD,15,NK
OAK,ORD,16,AS
OAK,ORD,17,NK
OAK,ORD,18,DL
OAK,ORD,19,NK
OAK,ORD,20,DL
OAK,ORD,21,AS
OAK,ORD,22,AS
OAK,ORD,23,DL
OAK,PHL,0,DL
OAK,PHL,1,UA
OAK,PHL,2,F9
OAK,PHL,3,UA
OAK,PHL,4,NK
OAK,PHL,5,NK
OAK,PHL,12,UA
OAK,PHL,13,UA
OAK,PHL,14,UA
OAK,PHL,15,NK
OAK,PHL,16,UA
OAK,PHL,17,UA
OAK,PHL,18,UA
OAK,PHL,19,AS
OAK,PHL,20,DL
OAK,PHL,21,UA
OAK,PHL,22,UA
OAK,PHL,23,UA
OAK,SFO,0,AS
OAK,SFO,1,DL
OAK,SFO,2,AS
OAK,SFO,3,AS
OAK,SFO,4,AS
OAK,SFO,12,DL
OAK,SFO,13,DL
OAK,SFO,14,DL
OAK,SFO,15,AS
OAK,SFO,16,AS
OAK,SFO,17,DL
OAK,SFO,18,DL
OAK,SFO,19,AS
OAK,SFO,20,DL
OAK,SFO,21,DL
OAK,SFO,22,AS
OAK,SFO,23,DL
ORD,ATL,0,DL
ORD,ATL,1,AA
ORD,ATL,2,UA
ORD,ATL,10,NK
ORD,ATL,11,DL
ORD,ATL,12,DL
ORD,ATL,13,AA
ORD,ATL,14,DL
ORD,ATL,15,NK
ORD,ATL,16,AA
ORD,ATL,17,DL
ORD,ATL,18,AA
ORD,ATL,19,AA
ORD,ATL,20,DL
ORD,ATL,21,NK
ORD,ATL,22,DL
ORD,ATL,23,UA
ORD,BOS,0,DL
ORD,BOS,1,AA
ORD,BOS,2,UA
ORD,BOS,10,NK
ORD,BOS,11,AA
ORD,BOS,12,AA
ORD,BOS,13,AA
ORD,BOS,14,DL
ORD,BOS,15,UA
ORD,BOS,16,NK
ORD,BOS,17,AA
ORD,BOS,18,AA
ORD,BOS,19,DL
ORD,BOS,20,AA
ORD,BOS,21,AA
ORD,BOS,22,AA
ORD,BOS,23,B6
ORD,CLT,0,AA
ORD,CLT,1,AA
ORD,CLT,2,UA
ORD,CLT,10,NK
ORD,CLT,11,AA
ORD,CLT,12,AA
ORD,CLT,13,AA
ORD,CLT,14,AA
ORD,CLT,15,AA
ORD,CLT,16,AA
ORD,CLT,17,AA
ORD,CLT,18,AA
ORD,CLT,19,AA
ORD,CLT,20,AA
ORD,CLT,21,AA
ORD,CLT,22,DL
ORD,CLT,23,AA
ORD,DEN,0,UA
ORD,DEN,1,AA
ORD,DEN,2,UA
ORD,DEN,3,F9
ORD,DEN,4,F9
ORD,DEN,10,UA
ORD,DEN,11,DL
ORD,DEN,12,UA
ORD,DEN,13,AA
ORD,DEN,14,DL
ORD,DEN,15,UA
ORD,DEN,16,AA
ORD,DEN,17,UA
ORD,DEN,18,AA
ORD,DEN,19,UA
ORD,DEN,20,UA
ORD,DEN,21,UA
ORD,DEN,22,DL
ORD,DEN,23,AA
ORD,DFW,0,NK
ORD,DFW,1,AA
ORD,DFW,2,NK
ORD,DFW,3,F9
ORD,DFW,4,F9
ORD,DFW,10,NK
ORD,DFW,11,DL
ORD,DFW,12,DL
ORD,DFW,13,AA
ORD,DFW,14,DL
ORD,DFW,15,NK
ORD,DFW,16,AA
ORD,DFW,17,UA
ORD,DFW,18,AA
ORD,DFW,19,AA
ORD,DFW,20,AA
ORD,DFW,21,NK
ORD,DFW,22,DL
ORD,DFW,23,AA
ORD,DTW,0,DL
ORD,DTW,1,AA
ORD,DTW,2,UA
ORD,DTW,10,AA
ORD,DTW,11,AA
ORD,DTW,12,DL
ORD,DTW,13,AA
ORD,DTW,14,DL
ORD,DTW,15,UA
ORD,DTW,16,AA
ORD,DTW,17,AA
ORD,DTW,18,AA
ORD,DTW,19,UA
ORD,DTW,20,AA
ORD,DTW,21,AA
ORD,DTW,22,DL
ORD,DTW,23,AA
ORD,EWR,0,UA
ORD,EWR,1,AA
ORD,EWR,2,UA
ORD,EWR,3,UA
ORD,EWR,10,NK
ORD,EWR,11,UA
ORD,EWR,12,UA
ORD,EWR,13,AA
ORD,EWR,14,DL
ORD,EWR,15,NK
ORD,EWR,16,UA
ORD,EWR,17,UA
ORD,EWR,18,UA
ORD,EWR,19,UA
ORD,EWR,20,UA
ORD,EWR,21,AA
ORD,EWR,22,UA
ORD,EWR,23,AA
ORD,IAD,0,UA
ORD,IAD,1,AA
ORD,IAD,2,UA
ORD,IAD,10,AA
ORD,IAD,11,UA
ORD,IAD,12,DL
ORD,IAD,13,UA
ORD,IAD,14,DL
ORD,IAD,15,UA
ORD,IAD,16,UA
ORD,IAD,17,UA
ORD,IAD,18,UA
ORD,IAD,19,UA
ORD,IAD,20,UA
ORD,IAD,21,AA
ORD,IAD,22,DL
ORD,IAD,23,AA
ORD,JFK,0,UA
ORD,JFK,1,AA
ORD,JFK,2,UA
ORD,JFK,10,AA
ORD,JFK,11,UA
ORD,JFK,12,UA
ORD,JFK,13,UA
ORD,JFK,14,UA
ORD,JFK,15,UA
ORD,JFK,16,UA
ORD,JFK,17,UA
ORD,JFK,18,UA
ORD,JFK,19,UA
ORD,JFK,20,DL
ORD,JFK,21,UA
ORD,JFK,22,UA
ORD,JFK,23,AA
ORD,LAX,0,AA
ORD,LAX,1,UA
ORD,LAX,2,UA
ORD,LAX,3,NK
ORD,LAX,4,F9
ORD,LAX,10,NK
ORD,LAX,11,DL
ORD,LAX,12,UA
ORD,LAX,13,AA
ORD,LAX,14,UA
ORD,LAX,15,AA
ORD,LAX,16,AA
ORD,LAX,17,UA
ORD,LAX,18,AA
ORD,LAX,19,UA
ORD,LAX,20,AA
ORD,LAX,21,AS
ORD,LAX,22,AA
ORD,LAX,23,AA
ORD,LGA,0,B6
ORD,LGA,1,AA
ORD,LGA,2,UA
ORD,LGA,10,NK
ORD,LGA,11,AA
ORD,LGA,12,AA
ORD,LGA,13,AA
ORD,LGA,14,B6
ORD,LGA,15,AA
ORD,LGA,16,AA
ORD,LGA,17,AA
ORD,LGA,18,AA
ORD,LGA,19,AA
ORD,LGA,20,AA
ORD,LGA,21,AA
ORD,LGA,22,AA
ORD,LGA,23,UA
ORD,MIA,0,NK
ORD,MIA,1,AA
ORD,MIA,2,UA
ORD,MIA,10,AA
ORD,MIA,11,AA
ORD,MIA,12,AA
ORD,MIA,13,AA
ORD,MIA,14,DL
ORD,MIA,15,UA
ORD,MIA,16,AA
ORD,MIA,17,AA
ORD,MIA,18,AA
ORD,MIA,19,AA
ORD,MIA,20,AA
ORD,MIA,21,F9
ORD,MIA,22,AA
ORD,MIA,23,NK
ORD,OAK,0,DL
ORD,OAK,1,AS
ORD,OAK,2,NK
ORD,OAK,3,NK
ORD,OAK,10,NK
ORD,OAK,11,NK
ORD,OAK,12,DL
ORD,OAK,13,UA
ORD,OAK,14,UA
ORD,OAK,15,UA
ORD,OAK,16,AS
ORD,OAK,17,UA
ORD,OAK,18,UA
ORD,OAK,19,AS
ORD,OAK,20,UA
ORD,OAK,21,UA
ORD,OAK,22,AS
ORD,OAK,23,DL
ORD,PHL,0,AA
ORD,PHL,1,AA
ORD,PHL,2,UA
ORD,PHL,10,NK
ORD,PHL,11,AA
ORD,PHL,12,DL
ORD,PHL,13,AA
ORD,PHL,14,AA
ORD,PHL,15,NK
ORD,PHL,16,UA
ORD,PHL,17,AA
ORD,PHL,18,9K
ORD,PHL,19,AA
ORD,PHL,20,AA
ORD,PHL,21,AA
ORD,PHL,22,DL
ORD,PHL,23,UA
ORD,SFO,0,UA
ORD,SFO,1,UA
ORD,SFO,2,UA
ORD,SFO,3,UA
ORD,SFO,4,F9
ORD,SFO,10,UA
ORD,SFO,11,DL
ORD,SFO,12,UA
ORD,SFO,13,AA
ORD,SFO,14,UA
ORD,SFO,15,UA
ORD,SFO,16,AA
ORD,SFO,17,UA
ORD,SFO,18,AA
ORD,SFO,19,UA
ORD,SFO,20,UA
ORD,SFO,21,UA
ORD,SFO,22,AA
ORD,SFO,23,UA
PHL,ATL,0,AA
PHL,ATL,1,F9
PHL,ATL,2,F9
PHL,ATL,9,NK
PHL,ATL,10,AA
PHL,ATL,11,UA
PHL,ATL,12,AA
PHL,ATL,13,F9
PHL,ATL,14,AA
PHL,ATL,15,NK
PHL,ATL,16,NK
PHL,ATL,17,AA
PHL,ATL,18,UA
PHL,ATL,19,AA
PHL,ATL,20,DL
PHL,ATL,21,DL
PHL,ATL,22,AA
PHL,ATL,23,AA
PHL,BOS,0,AA
PHL,BOS,1,AA
PHL,BOS,9,NK
PHL,BOS,10,UA
PHL,BOS,11,UA
PHL,BOS,12,AA
PHL,BOS,13,AA
PHL,BOS,14,AA
PHL,BOS,15,NK
PHL,BOS,16,B6
PHL,BOS,17,AA
PHL,BOS,18,UA
PHL,BOS,19,AA
PHL,BOS,20,UA
PHL,BOS,21,B6
PHL,BOS,22,AA
PHL,BOS,23,B6
PHL,CLT,0,AA
PHL,CLT,1,AA
PHL,CLT,2,F9
PHL,CLT,9,DL
PHL,CLT,10,AA
PHL,CLT,11,DL
PHL,CLT,12,AA
PHL,CLT,13,AA
PHL,CLT,14,AA
PHL,CLT,15,NK
PHL,CLT,16,F9
PHL,CLT,17,AA
PHL,CLT,18,UA
PHL,CLT,19,AA
PHL,CLT,20,DL
PHL,CLT,21,AA
PHL,CLT,22,DL
PHL,CLT,23,AA
PHL,DEN,0,F9
PHL,DEN,1,F9
PHL,DEN,2,F9
PHL,DEN,9,DL
PHL,DEN,10,UA
PHL,DEN,11,DL
PHL,DEN,12,UA
PHL,DEN,13,AA
PHL,DEN,14,AA
PHL,DEN,15,UA
PHL,DEN,16,UA
PHL,DEN,17,DL
PHL,DEN,18,AA
PHL,DEN,19,UA
PHL,DEN,20,UA
PHL,DEN,21,AA
PHL,DEN,22,UA
PHL,DEN,23,AA
PHL,DFW,0,AA
PHL,DFW,1,F9
PHL,DFW,2,F9
PHL,DFW,9,DL
PHL,DFW,10,AA
PHL,DFW,11,DL
PHL,DFW,12,AA
PHL,DFW,13,NK
PHL,DFW,14,AA
PHL,DFW,15,DL
PHL,DFW,16,AA
PHL,DFW,17,DL
PHL,DFW,18,AA
PHL,DFW,19,AA
PHL,DFW,20,AA
PHL,DFW,21,DL
PHL,DFW,22,AA
PHL,DFW,23,AA
PHL,DTW,0,AA
PHL,DTW,1,F9
PHL,DTW,2,F9
PHL,DTW,9,DL
PHL,DTW,10,UA
PHL,DTW,11,UA
PHL,DTW,12,AA
PHL,DTW,13,NK
PHL,DTW,14,AA
PHL,DTW,15,NK
PHL,DTW,16,NK
PHL,DTW,17,AA
PHL,DTW,18,NK
PHL,DTW,19,AA
PHL,DTW,20,UA
PHL,DTW,21,UA
PHL,DTW,22,UA
PHL,DTW,23,AA
PHL,EWR,0,UA
PHL,EWR,9,DL
PHL,EWR,10,AA
PHL,EWR,11,AA
PHL,EWR,12,AA
PHL,EWR,13,B6
PHL,EWR,14,AA
PHL,EWR,15,DL
PHL,EWR,16,AA
PHL,EWR,17,AA
PHL,EWR,18,AA
PHL,EWR,19,AA
PHL,EWR,20,DL
PHL,EWR,21,AA
PHL,EWR,22,AA
PHL,EWR,23,AA
PHL,IAD,0,UA
PHL,IAD,9,DL
PHL,IAD,10,UA
PHL,IAD,11,DL
PHL,IAD,12,AA
PHL,IAD,13,9X
PHL,IAD,14,UA
PHL,IAD,15,UA
PHL,IAD,16,DL
PHL,IAD,17,AA
PHL,IAD,18,UA
PHL,IAD,19,AA
PHL,IAD,20,UA
PHL,IAD,21,DL
PHL,IAD,22,UA
PHL,IAD,23,AA
PHL,JFK,1,AA
PHL,JFK,9,DL
PHL,JFK,10,AA
PHL,JFK,11,DL
PHL,JFK,12,AA
PHL,JFK,13,AA
PHL,JFK,14,AA
PHL,JFK,15,DL
PHL,JFK,16,B6
PHL,JFK,17,AA
PHL,JFK,18,AA
PHL,JFK,19,AA
PHL,JFK,20,DL
PHL,JFK,21,B6
PHL,JFK,22,DL
PHL,JFK,23,B6
PHL,LAX,0,F9
PHL,LAX,1,F9
PHL,LAX,2,F9
PHL,LAX,9,AA
PHL,LAX,10,UA
PHL,LAX,11,DL
PHL,LAX,12,UA
PHL,LAX,13,B6
PHL,LAX,14,AA
PHL,LAX,15,DL
PHL,LAX,16,UA
PHL,LAX,17,AA
PHL,LAX,18,UA
PHL,LAX,19,AA
PHL,LAX,20,AA
PHL,LAX,21,UA
PHL,LAX,22,UA
PHL,LAX,23,AA
PHL,LGA,0,AA
PHL,LGA,1,AA
PHL,LGA,9,DL
PHL,LGA,10,AA
PHL,LGA,11,AA
PHL,LGA,12,AA
PHL,LGA,13,B6
PHL,LGA,14,AA
PHL,LGA,15,UA
PHL,LGA,16,B6
PHL,LGA,17,AA
PHL,LGA,18,AA
PHL,LGA,19,AA
PHL,LGA,20,UA
PHL,LGA,21,UA
PHL,LGA,22,DL
PHL,LGA,23,AA
PHL,MIA,0,F9
PHL,MIA,1,F9
PHL,MIA,2,F9
PHL,MIA,9,DL
PHL,MIA,10,AA
PHL,MIA,11,AA
PHL,MIA,12,AA
PHL,MIA,13,NK
PHL,MIA,14,AA
PHL,MIA,15,DL
PHL,MIA,16,NK
PHL,MIA,17,AA
PHL,MIA,18,UA
PHL,MIA,19,AA
PHL,MIA,20,DL
PHL,MIA,21,DL
PHL,MIA,22,AA
PHL,MIA,23,F9
PHL,OAK,0,F9
PHL,OAK,1,F9
PHL,OAK,2,F9
PHL,OAK,9,DL
PHL,OAK,10,UA
PHL,OAK,11,AS
PHL,OAK,12,UA
PHL,OAK,13,DL
PHL,OAK,14,UA
PHL,OAK,15,UA
PHL,OAK,16,UA
PHL,OAK,17,DL
PHL,OAK,18,DL
PHL,OAK,19,UA
PHL,OAK,20,UA
PHL,OAK,21,NK
PHL,OAK,22,AS
PHL,OAK,23,F9
PHL,ORD,0,AA
PHL,ORD,1,F9
PHL,ORD,2,F9
PHL,ORD,9,DL
PHL,ORD,10,AA
PHL,ORD,11,AA
PHL,ORD,12,AA
PHL,ORD,13,DL
PHL,ORD,14,AA
PHL,ORD,15,NK
PHL,ORD,16,AA
PHL,ORD,17,AA
PHL,ORD,18,AA
PHL,ORD,19,AA
PHL,ORD,20,AA
PHL,ORD,21,UA
PHL,ORD,22,UA
PHL,ORD,23,AA
PHL,SFO,0,F9
PHL,SFO,1,F9
PHL,SFO,2,F9
PHL,SFO,9,DL
PHL,SFO,10,DL
PHL,SFO,11,AS
PHL,SFO,12,AA
PHL,SFO,13,B6
PHL,SFO,14,AA
PHL,SFO,15,SY
PHL,SFO,16,UA
PHL,SFO,17,AA
PHL,SFO,18,UA
PHL,SFO,19,AA
PHL,SFO,20,AA
PHL,SFO,21,UA
PHL,SFO,22,AA
PHL,SFO,23,DL
SFO,ATL,0,AS
SFO,ATL,1,AS
SFO,ATL,2,F9
SFO,ATL,3,F9
SFO,ATL,4,B6
SFO,ATL,5,DL
SFO,ATL,6,UA
SFO,ATL,7,UA
SFO,ATL,8,UA
SFO,ATL,12,UA
SFO,ATL,13,DL
SFO,ATL,14,AS
SFO,ATL,15,AS
SFO,ATL,16,AA
SFO,ATL,17,UA
SFO,ATL,18,DL
SFO,ATL,19,AA
SFO,ATL,20,DL
SFO,ATL,21,DL
SFO,ATL,22,DL
SFO,ATL,23,DL
SFO,BOS,0,SY
SFO,BOS,1,UA
SFO,BOS,2,UA
SFO,BOS,3,B6
SFO,BOS,4,AA
SFO,BOS,5,AA
SFO,BOS,6,UA
SFO,BOS,7,UA
SFO,BOS,8,UA
SFO,BOS,12,UA
SFO,BOS,13,AA
SFO,BOS,14,AS
SFO,BOS,15,AA
SFO,BOS,16,AA
SFO,BOS,17,AA
SFO,BOS,18,AA
SFO,BOS,19,AA
SFO,BOS,20,DL
SFO,BOS,21,B6
SFO,BOS,22,B6
SFO,BOS,23,UA
SFO,CLT,0,DL
SFO,CLT,1,UA
SFO,CLT,2,F9
SFO,CLT,3,UA
SFO,CLT,4,UA
SFO,CLT,5,AS
SFO,CLT,6,UA
SFO,CLT,7,UA
SFO,CLT,8,UA
SFO,CLT,12,UA
SFO,CLT,13,DL
SFO,CLT,14,AS
SFO,CLT,15,DL
SFO,CLT,16,AA
SFO,CLT,17,AS
SFO,CLT,18,DL
SFO,CLT,19,UA
SFO,CLT,20,AA
SFO,CLT,21,AA
SFO,CLT,22,AA
SFO,CLT,23,AA
SFO,DEN,0,DL
SFO,DEN,1,UA
SFO,DEN,2,F9
SFO,DEN,3,UA
SFO,DEN,4,AS
SFO,DEN,5,UA
SFO,DEN,6,UA
SFO,DEN,7,F9
SFO,DEN,12,UA
SFO,DEN,13,UA
SFO,DEN,14,AS
SFO,DEN,15,UA
SFO,DEN,16,AA
SFO,DEN,17,UA
SFO,DEN,18,UA
SFO,DEN,19,AA
SFO,DEN,20,AS
SFO,DEN,21,UA
SFO,DEN,22,AS
SFO,DEN,23,UA
SFO,DFW,0,DL
SFO,DFW,1,UA
SFO,DFW,2,AS
SFO,DFW,3,UA
SFO,DFW,4,AA
SFO,DFW,5,DL
SFO,DFW,6,UA
SFO,DFW,7,UA
SFO,DFW,8,UA
SFO,DFW,12,UA
SFO,DFW,13,AA
SFO,DFW,14,UA
SFO,DFW,15,AA
SFO,DFW,16,AS
SFO,DFW,17,UA
SFO,DFW,18,UA
SFO,DFW,19,AA
SFO,DFW,20,DL
SFO,DFW,21,UA
SFO,DFW,22,AA
SFO,DFW,23,UA
SFO,DTW,0,AS
SFO,DTW,1,UA
SFO,DTW,2,DL
SFO,DTW,3,UA
SFO,DTW,4,B6
SFO,DTW,5,AS
SFO,DTW,6,UA
SFO,DTW,7,UA
SFO,DTW,12,UA
SFO,DTW,13,DL
SFO,DTW,14,AS
SFO,DTW,15,AS
SFO,DTW,16,UA
SFO,DTW,17,DL
SFO,DTW,18,DL
SFO,DTW,19,UA
SFO,DTW,20,DL
SFO,DTW,21,DL
SFO,DTW,22,AS
SFO,DTW,23,UA
SFO,EWR,0,SY
SFO,EWR,1,UA
SFO,EWR,2,UA
SFO,EWR,3,B6
SFO,EWR,4,UA
SFO,EWR,5,DL
SFO,EWR,6,UA
SFO,EWR,7,UA
SFO,EWR,8,UA
SFO,EWR,12,UA
SFO,EWR,13,DL
SFO,EWR,14,UA
SFO,EWR,15,UA
SFO,EWR,16,AA
SFO,EWR,17,UA
SFO,EWR,18,DL
SFO,EWR,19,AA
SFO,EWR,20,UA
SFO,EWR,21,B6
SFO,EWR,22,DL
SFO,EWR,23,UA
SFO,IAD,0,DL
SFO,IAD,1,UA
SFO,IAD,2,UA
SFO,IAD,3,UA
SFO,IAD,4,UA
SFO,IAD,5,DL
SFO,IAD,6,UA
SFO,IAD,7,UA
SFO,IAD,8,UA
SFO,IAD,12,UA
SFO,IAD,13,DL
SFO,IAD,14,AS
SFO,IAD,15,UA
SFO,IAD,16,AA
SFO,IAD,17,UA
SFO,IAD,18,DL
SFO,IAD,19,UA
SFO,IAD,20,DL
SFO,IAD,21,DL
SFO,IAD,22,AA
SFO,IAD,23,UA
SFO,JFK,0,AS
SFO,JFK,1,AS
SFO,JFK,2,DL
SFO,JFK,3,UA
SFO,JFK,4,B6
SFO,JFK,5,AA
SFO,JFK,6,AA
SFO,JFK,7,DL
SFO,JFK,12,AA
SFO,JFK,13,AA
SFO,JFK,14,AA
SFO,JFK,15,DL
SFO,JFK,16,UA
SFO,JFK,17,B6
SFO,JFK,18,B6
SFO,JFK,19,AA
SFO,JFK,20,B6
SFO,JFK,21,AS
SFO,JFK,22,B6
SFO,JFK,23,DL
SFO,LAX,0,DL
SFO,LAX,1,UA
SFO,LAX,2,DL
SFO,LAX,3,AS
SFO,LAX,4,AS
SFO,LAX,5,UA
SFO,LAX,6,UA
SFO,LAX,7,F9
SFO,LAX,12,AA
SFO,LAX,13,DL
SFO,LAX,14,AS
SFO,LAX,15,UA
SFO,LAX,16,AA
SFO,LAX,17,DL
SFO,LAX,18,UA
SFO,LAX,19,AA
SFO,LAX,20,UA
SFO,LAX,21,UA
SFO,LAX,22,DL
SFO,LAX,23,UA
SFO,LGA,0,DL
SFO,LGA,1,UA
SFO,LGA,2,UA
SFO,LGA,3,UA
SFO,LGA,4,AS
SFO,LGA,5,DL
SFO,LGA,6,UA
SFO,LGA,7,DL
SFO,LGA,8,UA
SFO,LGA,12,UA
SFO,LGA,13,DL
SFO,LGA,14,AS
SFO,LGA,15,DL
SFO,LGA,16,UA
SFO,LGA,17,UA
SFO,LGA,18,DL
SFO,LGA,19,AA
SFO,LGA,20,B6
SFO,LGA,21,B6
SFO,LGA,22,DL
SFO,LGA,23,UA
SFO,MIA,0,AS
SFO,MIA,1,UA
SFO,MIA,2,F9
SFO,MIA,3,B6
SFO,MIA,4,B6
SFO,MIA,5,DL
SFO,MIA,6,UA
SFO,MIA,7,UA
SFO,MIA,8,UA
SFO,MIA,12,UA
SFO,MIA,13,DL
SFO,MIA,14,AS
SFO,MIA,15,DL
SFO,MIA,16,UA
SFO,MIA,17,DL
SFO,MIA,18,UA
SFO,MIA,19,AA
SFO,MIA,20,DL
SFO,MIA,21,AA
SFO,MIA,22,DL
SFO,MIA,23,AA
SFO,OAK,0,DL
SFO,OAK,1,UA
SFO,OAK,2,DL
SFO,OAK,3,AS
SFO,OAK,4,UA
SFO,OAK,5,UA
SFO,OAK,12,UA
SFO,OAK,13,DL
SFO,OAK,14,AS
SFO,OAK,15,UA
SFO,OAK,16,AS
SFO,OAK,17,AS
SFO,OAK,18,UA
SFO,OAK,19,AS
SFO,OAK,20,UA
SFO,OAK,21,UA
SFO,OAK,22,DL
SFO,OAK,23,UA
SFO,ORD,0,UA
SFO,ORD,1,UA
SFO,ORD,2,UA
SFO,ORD,3,UA
SFO,ORD,4,AS
SFO,ORD,5,DL
SFO,ORD,6,UA
SFO,ORD,7,DL
SFO,ORD,8,UA
SFO,ORD,12,UA
SFO,ORD,13,AA
SFO,ORD,14,AS
SFO,ORD,15,UA
SFO,ORD,16,AA
SFO,ORD,17,UA
SFO,ORD,18,UA
SFO,ORD,19,AA
SFO,ORD,20,DL
SFO,ORD,21,UA
SFO,ORD,22,DL
SFO,ORD,23,UA
SFO,PHL,0,DL
SFO,PHL,1,AS
SFO,PHL,2,DL
SFO,PHL,3,F9
SFO,PHL,4,B6
SFO,PHL,5,AA
SFO,PHL,6,UA
SFO,PHL,7,UA
SFO,PHL,8,UA
SFO,PHL,12,UA
SFO,PHL,13,AA
SFO,PHL,14,AS
SFO,PHL,15,DL
SFO,PHL,16,AA
